customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,age_group,balance_salary_ratio,high_product_flag,credit_card_label,active_member_label,churn_label
15612525,499,France,Female,57,1,£0.00,1,0,0,"£131,372.38",1,46-60,0,0,No,No,Churned
15812750,591,France,Male,24,6,"£147,360.00",1,1,1,"£25,310.82",0,18-30,5.82,0,Yes,Yes,Stayed
15790757,769,France,Female,25,10,£0.00,2,0,0,"£187,925.75",0,18-30,0,0,No,No,Stayed
15723873,657,Spain,Male,31,3,"£125,167.02",1,0,0,"£98,820.39",0,31-45,1.27,0,No,No,Stayed
15744607,738,Germany,Male,43,9,"£121,152.05",2,1,0,"£64,166.70",1,31-45,1.89,0,Yes,No,Churned
15612966,545,Germany,Female,60,7,"£128,981.07",1,0,1,"£176,924.21",1,46-60,0.73,0,No,Yes,Churned
15784209,497,France,Male,47,6,£0.00,1,1,1,"£90,055.08",0,46-60,0,0,Yes,Yes,Stayed
15794278,816,Spain,Male,67,6,"£151,858.98",1,1,1,"£72,814.31",0,60+,2.09,0,Yes,Yes,Stayed
15766741,525,France,Male,36,2,"£114,628.40",1,0,1,"£168,290.06",0,31-45,0.68,0,No,Yes,Stayed
15661036,725,France,Male,46,6,£0.00,2,1,0,"£161,767.38",0,46-60,0,0,Yes,No,Stayed
15705639,692,France,Female,28,8,"£95,059.02",2,1,0,"£44,420.18",0,18-30,2.14,0,Yes,No,Stayed
15637414,618,France,Female,24,7,"£128,736.39",1,0,1,"£37,147.61",0,18-30,3.47,0,No,Yes,Stayed
15716835,546,France,Male,24,8,"£156,325.38",1,1,1,"£125,381.02",0,18-30,1.25,0,Yes,Yes,Stayed
15696231,635,France,Male,29,7,"£105,405.97",1,1,1,"£149,853.89",0,18-30,0.7,0,Yes,Yes,Stayed
15641675,611,France,Female,49,2,"£88,915.37",3,0,0,"£161,435.02",1,46-60,0.55,1,No,No,Churned
15670755,650,France,Male,60,8,£0.00,2,1,1,"£102,925.76",0,46-60,0,0,Yes,Yes,Stayed
15640059,606,France,Male,40,5,£0.00,2,1,1,"£70,899.27",0,31-45,0,0,Yes,Yes,Stayed
15787619,844,France,Male,18,2,"£160,980.03",1,0,0,"£145,936.28",0,18-30,1.1,0,No,No,Stayed
15587535,450,Spain,Female,46,5,"£177,619.71",1,1,0,"£54,227.06",0,46-60,3.28,0,Yes,No,Stayed
15813034,727,Spain,Male,38,2,"£62,276.99",1,1,1,"£59,280.79",0,31-45,1.05,0,Yes,Yes,Stayed
15698839,460,Germany,Male,46,4,"£127,559.97",2,1,1,"£126,952.50",0,46-60,1,0,Yes,Yes,Stayed
15790314,649,France,Male,41,0,£0.00,2,0,1,"£130,567.02",0,31-45,0,0,No,Yes,Stayed
15634245,758,Germany,Female,47,9,"£95,523.16",1,1,0,"£73,294.48",0,46-60,1.3,0,Yes,No,Stayed
15677305,490,France,Female,35,7,"£107,749.03",1,1,1,"£3,937.37",0,31-45,27.37,0,Yes,Yes,Stayed
15661526,815,Germany,Male,37,2,"£110,777.26",2,1,0,"£2,383.59",0,31-45,46.47,0,Yes,No,Stayed
15685997,838,Spain,Female,39,5,"£166,733.92",2,1,0,"£14,279.44",0,31-45,11.68,0,Yes,No,Stayed
15660101,803,France,Male,31,9,"£157,120.86",2,1,0,"£141,300.53",0,31-45,1.11,0,Yes,No,Stayed
15637979,664,Germany,Female,36,2,"£127,160.78",2,1,0,"£78,140.75",0,31-45,1.63,0,Yes,No,Stayed
15815364,736,Spain,Female,28,2,£0.00,2,1,1,"£117,431.10",0,18-30,0,0,Yes,Yes,Stayed
15647099,633,France,Female,37,9,"£156,091.97",1,1,0,"£72,008.61",0,31-45,2.17,0,Yes,No,Stayed
15625944,664,France,Male,58,5,"£98,668.18",1,1,1,"£60,887.58",0,46-60,1.62,0,Yes,Yes,Stayed
15583212,600,France,Female,43,5,"£134,022.06",1,1,0,"£194,764.83",0,31-45,0.69,0,Yes,No,Stayed
15582741,693,France,Female,35,5,"£124,151.09",1,1,0,"£88,705.14",1,31-45,1.4,0,Yes,No,Churned
15637876,663,Germany,Female,36,6,"£77,253.50",1,0,0,"£35,817.97",1,31-45,2.16,0,No,No,Churned
15622750,742,Germany,Female,21,1,"£114,292.48",1,1,0,"£31,520.40",0,18-30,3.63,0,Yes,No,Stayed
15672056,710,Germany,Male,43,2,"£140,080.32",3,1,1,"£157,908.19",1,31-45,0.89,1,Yes,Yes,Churned
15812351,710,Spain,Female,27,2,"£135,277.96",1,1,0,"£142,200.15",0,18-30,0.95,0,Yes,No,Stayed
15810864,700,France,Female,82,2,£0.00,2,0,1,"£182,055.36",0,60+,0,0,No,Yes,Stayed
15677921,720,Germany,Male,60,9,"£115,920.62",2,0,0,"£157,552.08",1,46-60,0.74,0,No,No,Churned
15724296,684,Spain,Male,41,2,"£119,782.72",2,0,0,"£120,284.67",0,31-45,1,0,No,No,Stayed
15685329,531,France,Female,63,1,"£114,715.71",1,0,1,"£24,506.95",1,60+,4.68,0,No,Yes,Churned
15584091,742,Germany,Female,36,2,"£129,748.54",2,0,0,"£47,271.61",1,31-45,2.74,0,No,No,Churned
15640442,717,France,Male,31,4,"£129,722.57",1,0,0,"£41,176.60",0,31-45,3.15,0,No,No,Stayed
15639314,589,France,Male,32,2,£0.00,2,0,1,"£9,468.64",0,31-45,0,0,No,Yes,Stayed
15685320,767,France,Male,36,3,"£139,180.20",1,0,0,"£123,880.19",0,31-45,1.12,0,No,No,Stayed
15789158,636,Germany,Male,49,6,"£113,599.74",2,1,0,"£158,887.09",1,46-60,0.71,0,Yes,No,Churned
15752137,648,France,Male,33,7,"£134,944.00",1,1,1,"£117,036.38",0,31-45,1.15,0,Yes,Yes,Stayed
15712551,622,Germany,Female,58,7,"£116,922.25",1,1,0,"£120,415.61",1,46-60,0.97,0,Yes,No,Churned
15628936,692,Spain,Male,28,9,"£118,945.09",1,0,0,"£16,064.25",1,18-30,7.4,0,No,No,Churned
15797227,754,France,Male,28,8,£0.00,2,1,1,"£52,615.62",0,18-30,0,0,Yes,Yes,Stayed
15769974,679,Spain,Female,35,8,"£119,182.73",1,0,0,"£121,210.09",0,31-45,0.98,0,No,No,Stayed
15737051,639,France,Male,27,8,£0.00,2,1,0,"£192,247.35",0,18-30,0,0,Yes,No,Stayed
15585595,774,France,Female,28,1,"£71,264.02",2,0,1,"£68,759.57",0,18-30,1.04,0,No,Yes,Stayed
15654060,517,France,Male,41,2,£0.00,2,0,1,"£75,937.47",0,31-45,0,0,No,Yes,Stayed
15745196,571,France,Female,35,8,£0.00,2,0,0,"£84,569.13",0,31-45,0,0,No,No,Stayed
15571221,747,Germany,Male,58,7,"£116,313.57",1,1,1,"£190,696.35",1,46-60,0.61,0,Yes,Yes,Churned
15660155,792,Spain,Male,36,5,"£92,140.15",1,0,1,"£67,468.67",0,31-45,1.37,0,No,Yes,Stayed
15605284,688,France,Male,26,1,£0.00,2,1,1,"£104,435.94",0,18-30,0,0,Yes,Yes,Stayed
15694366,714,Germany,Male,42,2,"£177,640.09",1,0,1,"£47,166.55",0,31-45,3.77,0,No,Yes,Stayed
15600739,562,Spain,Female,35,0,£0.00,2,1,0,"£119,899.52",0,31-45,0,0,Yes,No,Stayed
15653253,704,Spain,Male,48,8,"£167,997.60",1,1,1,"£173,498.45",0,46-60,0.97,0,Yes,Yes,Stayed
15763431,698,France,Male,36,2,"£82,275.35",2,1,1,"£93,249.26",0,31-45,0.88,0,Yes,Yes,Stayed
15643696,611,France,Male,49,3,£0.00,2,1,1,"£142,917.54",0,46-60,0,0,Yes,Yes,Stayed
15707473,850,Germany,Female,48,6,"£111,962.99",1,1,0,"£111,755.80",0,46-60,1,0,Yes,No,Stayed
15769504,743,Germany,Female,34,1,"£131,736.88",1,1,1,"£108,543.21",0,31-45,1.21,0,Yes,Yes,Stayed
15776807,654,France,Male,29,1,£0.00,1,1,0,"£180,345.44",0,18-30,0,0,Yes,No,Stayed
15686870,761,Germany,Male,36,8,"£108,239.11",2,0,0,"£99,444.02",0,31-45,1.09,0,No,No,Stayed
15668747,702,France,Female,46,9,"£98,444.19",1,0,1,"£109,563.28",0,46-60,0.9,0,No,Yes,Stayed
15766908,488,Germany,Male,32,3,"£114,540.38",1,1,0,"£92,568.07",0,31-45,1.24,0,Yes,No,Stayed
15570134,683,France,Female,35,6,"£187,530.66",2,1,1,"£37,976.36",0,31-45,4.94,0,Yes,Yes,Stayed
15567367,601,Germany,Female,42,9,"£133,636.16",1,0,1,"£103,315.74",0,31-45,1.29,0,No,Yes,Stayed
15747542,605,France,Male,52,7,£0.00,2,1,1,"£173,952.50",0,46-60,0,0,Yes,Yes,Stayed
15762238,671,Germany,Female,44,0,"£84,745.03",2,0,1,"£34,673.98",0,31-45,2.44,0,No,Yes,Stayed
15681554,614,Germany,Female,31,7,"£120,599.38",2,1,1,"£46,163.44",0,31-45,2.61,0,Yes,Yes,Stayed
15712825,511,Spain,Female,29,9,£0.00,2,0,1,"£140,676.98",0,18-30,0,0,No,Yes,Stayed
15640280,850,France,Male,39,4,"£127,771.35",2,0,1,"£151,738.54",0,31-45,0.84,0,No,Yes,Stayed
15756026,790,Spain,Female,46,9,£0.00,1,0,0,"£14,679.81",1,46-60,0,0,No,No,Churned
15613319,793,France,Female,33,0,£0.00,1,0,0,"£175,544.02",0,31-45,0,0,No,No,Stayed
15798906,628,France,Male,69,5,£0.00,2,1,1,"£181,964.60",0,60+,0,0,Yes,Yes,Stayed
15708917,598,Germany,Male,53,10,"£167,772.96",1,1,1,"£136,886.86",0,46-60,1.23,0,Yes,Yes,Stayed
15778463,657,France,Female,37,6,"£95,845.60",1,1,0,"£122,218.23",0,31-45,0.78,0,Yes,No,Stayed
15699430,618,France,Female,35,10,£0.00,2,1,0,"£180,439.75",0,31-45,0,0,Yes,No,Stayed
15649992,681,Spain,Male,65,7,"£134,714.70",2,0,1,"£190,419.81",0,60+,0.71,0,No,Yes,Stayed
15578980,516,Spain,Female,33,3,£0.00,2,1,1,"£58,685.59",0,31-45,0,0,Yes,Yes,Stayed
15775306,421,Germany,Male,28,8,"£122,384.22",3,1,1,"£89,017.38",1,18-30,1.37,1,Yes,Yes,Churned
15641655,700,France,Female,26,2,£0.00,2,0,0,"£50,051.42",0,18-30,0,0,No,No,Stayed
15619708,745,France,Male,25,5,"£157,993.15",2,1,0,"£146,041.45",0,18-30,1.08,0,Yes,No,Stayed
15734565,696,France,Male,29,8,£0.00,2,1,0,"£191,166.09",0,18-30,0,0,Yes,No,Stayed
15806438,580,Germany,Female,42,2,"£123,331.36",1,0,0,"£103,516.08",1,31-45,1.19,0,No,No,Churned
15591969,497,Spain,Male,27,9,"£75,263.16",1,1,1,"£164,825.04",0,18-30,0.46,0,Yes,Yes,Stayed
15747807,720,France,Female,43,6,"£137,824.03",2,1,0,"£172,557.77",0,31-45,0.8,0,Yes,No,Stayed
15596939,659,Germany,Male,36,4,"£132,578.92",2,1,0,"£84,320.94",0,31-45,1.57,0,Yes,No,Stayed
15716155,841,France,Female,36,5,"£156,021.31",1,0,0,"£122,662.98",0,31-45,1.27,0,No,No,Stayed
15765311,642,Spain,Male,34,8,£0.00,1,1,0,"£72,085.10",0,31-45,0,0,Yes,No,Stayed
15757811,732,Spain,Female,69,9,"£137,453.43",1,0,1,"£110,932.24",1,60+,1.24,0,No,Yes,Churned
15603830,600,Spain,Male,36,4,£0.00,2,1,0,"£143,635.36",0,31-45,0,0,Yes,No,Stayed
15660602,464,Germany,Male,33,8,"£164,284.72",2,1,1,"£3,710.34",0,31-45,44.28,0,Yes,Yes,Stayed
15660535,680,France,Female,47,5,£0.00,2,1,1,"£179,843.33",0,46-60,0,0,Yes,Yes,Stayed
15666633,758,Spain,Male,56,1,£0.00,2,1,1,"£10,643.38",0,46-60,0,0,Yes,Yes,Stayed
15596914,630,Germany,Female,31,2,"£112,373.49",2,1,1,"£131,167.98",0,31-45,0.86,0,Yes,Yes,Stayed
15639788,577,France,Female,39,10,£0.00,2,1,0,"£10,553.31",0,31-45,0,0,Yes,No,Stayed
15695846,684,France,Female,34,6,£0.00,2,1,1,"£130,928.22",0,31-45,0,0,Yes,Yes,Stayed
15726234,708,Spain,Female,41,5,£0.00,1,0,1,"£157,003.99",0,31-45,0,0,No,Yes,Stayed
15797964,732,Germany,Female,29,1,"£154,333.82",1,1,1,"£138,527.56",0,18-30,1.11,0,Yes,Yes,Stayed
15625881,634,Germany,Male,37,3,"£111,432.77",2,1,1,"£167,032.49",0,31-45,0.67,0,Yes,Yes,Stayed
15780628,633,France,Female,30,6,£0.00,2,0,0,"£41,642.29",0,18-30,0,0,No,No,Stayed
15575883,559,France,Male,34,2,"£137,390.11",2,1,0,"£9,677.00",0,31-45,14.2,0,Yes,No,Stayed
15585036,694,Spain,Female,37,3,£0.00,2,1,1,"£147,012.22",0,31-45,0,0,Yes,Yes,Stayed
15589488,686,Germany,Female,56,5,"£111,642.08",1,1,1,"£80,553.87",0,46-60,1.39,0,Yes,Yes,Stayed
15585888,553,Spain,Female,48,3,£0.00,1,0,1,"£30,730.95",1,46-60,0,0,No,Yes,Churned
15727915,507,France,Male,36,4,"£83,543.37",1,0,0,"£140,134.43",0,31-45,0.6,0,No,No,Stayed
15707567,732,Germany,Male,50,6,"£145,338.76",1,0,0,"£91,936.10",1,46-60,1.58,0,No,No,Churned
15737792,818,France,Female,31,1,"£186,796.37",1,0,0,"£178,252.63",0,31-45,1.05,0,No,No,Stayed
15599433,660,Germany,Male,35,8,"£58,641.43",1,0,1,"£198,674.08",0,31-45,0.3,0,No,Yes,Stayed
15672012,773,Spain,Female,41,5,£0.00,1,1,0,"£28,266.90",1,31-45,0,0,Yes,No,Churned
15806983,640,France,Male,44,3,"£137,148.68",1,1,0,"£92,381.01",0,31-45,1.48,0,Yes,No,Stayed
15592222,505,France,Male,49,7,"£80,001.23",1,0,0,"£135,180.11",0,46-60,0.59,0,No,No,Stayed
15608968,714,Germany,Male,21,6,"£86,402.52",2,0,0,"£27,330.59",0,18-30,3.16,0,No,No,Stayed
15586959,468,France,Female,42,5,£0.00,2,1,0,"£125,305.34",0,31-45,0,0,Yes,No,Stayed
15646558,611,Spain,Male,51,1,"£122,874.74",1,1,1,"£149,648.45",0,46-60,0.82,0,Yes,Yes,Stayed
15725811,705,France,Male,25,0,"£97,544.29",1,0,1,"£59,887.15",0,18-30,1.63,0,No,Yes,Stayed
15572265,646,Germany,Male,46,1,"£170,826.55",2,1,0,"£45,041.32",0,46-60,3.79,0,Yes,No,Stayed
15794048,667,Germany,Female,48,1,"£97,133.92",2,0,0,"£113,316.77",1,46-60,0.86,0,No,No,Churned
15677610,511,Germany,Female,41,8,"£153,895.65",1,1,1,"£39,087.42",0,31-45,3.94,0,Yes,Yes,Stayed
15745012,653,France,Female,43,6,£0.00,2,1,1,"£7,330.59",0,31-45,0,0,Yes,Yes,Stayed
15601589,675,France,Female,57,8,£0.00,2,0,1,"£95,463.29",0,46-60,0,0,No,Yes,Stayed
15686436,523,Spain,Male,32,4,£0.00,2,1,0,"£167,848.02",0,31-45,0,0,Yes,No,Stayed
15693864,567,Germany,Female,49,5,"£134,956.02",1,1,0,"£93,953.84",1,46-60,1.44,0,Yes,No,Churned
15760550,741,Spain,Male,39,7,"£143,637.58",2,0,1,"£174,227.66",0,31-45,0.82,0,No,Yes,Stayed
15686137,456,Spain,Male,32,9,"£147,506.25",1,1,1,"£135,399.21",0,31-45,1.09,0,Yes,Yes,Stayed
15809087,598,France,Male,64,1,£0.00,2,1,0,"£195,635.30",1,60+,0,0,Yes,No,Churned
15807663,667,France,Male,43,8,"£190,227.46",1,1,0,"£97,508.04",1,31-45,1.95,0,Yes,No,Churned
15809100,548,France,Female,32,2,"£172,448.77",1,1,0,"£188,083.77",1,31-45,0.92,0,Yes,No,Churned
15794916,725,France,Male,41,7,"£113,980.21",1,1,1,"£116,704.25",0,31-45,0.98,0,Yes,Yes,Stayed
15614215,717,France,Male,53,6,£0.00,2,0,1,"£97,614.87",0,46-60,0,0,No,Yes,Stayed
15805449,594,France,Male,38,4,£0.00,2,0,0,"£186,884.04",0,31-45,0,0,No,No,Stayed
15686983,678,Germany,Female,25,10,"£76,968.12",2,0,1,"£131,501.72",0,18-30,0.59,0,No,Yes,Stayed
15808017,545,France,Male,38,1,"£88,293.13",2,1,1,"£24,302.95",0,31-45,3.63,0,Yes,Yes,Stayed
15756804,636,France,Female,48,1,"£170,833.46",1,1,0,"£110,510.28",1,46-60,1.55,0,Yes,No,Churned
15646810,603,Germany,Male,44,6,"£108,122.39",2,1,0,"£108,488.33",1,31-45,1,0,Yes,No,Churned
15710424,435,France,Male,36,4,£0.00,1,1,1,"£197,015.20",0,31-45,0,0,Yes,Yes,Stayed
15799422,535,France,Female,40,8,£0.00,1,1,1,"£27,689.77",0,31-45,0,0,Yes,Yes,Stayed
15692750,629,Germany,Female,45,7,"£129,818.39",3,1,0,"£9,217.55",1,31-45,14.08,1,Yes,No,Churned
15794549,722,France,Female,35,2,"£163,943.89",2,1,1,"£15,068.18",0,31-45,10.88,0,Yes,Yes,Stayed
15803764,561,France,Male,28,7,£0.00,2,1,0,"£7,797.01",0,18-30,0,0,Yes,No,Stayed
15674840,645,France,Female,38,5,"£101,430.30",2,0,1,"£4,400.32",0,31-45,23.05,0,No,Yes,Stayed
15653762,501,France,Female,39,9,"£117,301.66",1,0,0,"£182,025.95",0,31-45,0.64,0,No,No,Stayed
15581229,502,Germany,Female,32,1,"£173,340.83",1,0,1,"£122,763.95",0,31-45,1.41,0,No,Yes,Stayed
15800228,652,Spain,Female,42,4,£0.00,2,1,1,"£38,152.01",0,31-45,0,0,Yes,Yes,Stayed
15656333,574,France,Female,33,3,"£134,348.57",1,1,0,"£63,163.99",0,31-45,2.13,0,Yes,No,Stayed
15697497,518,France,Female,45,9,"£105,525.65",2,1,1,"£73,418.29",0,31-45,1.44,0,Yes,Yes,Stayed
15585362,749,France,Female,60,6,£0.00,1,1,0,"£17,978.68",1,46-60,0,0,Yes,No,Churned
15571928,679,France,Female,43,4,£0.00,3,1,0,"£115,136.51",1,31-45,0,1,Yes,No,Churned
15785519,565,France,Male,36,6,"£106,192.10",1,1,0,"£149,575.59",0,31-45,0.71,0,Yes,No,Stayed
15743007,643,France,Female,45,4,"£45,144.43",1,1,0,"£60,917.24",1,31-45,0.74,0,Yes,No,Churned
15777211,515,France,Male,65,7,"£92,113.61",1,1,1,"£142,548.33",0,60+,0.65,0,Yes,Yes,Stayed
15721935,521,France,Male,25,7,£0.00,2,1,1,"£157,878.67",0,18-30,0,0,Yes,Yes,Stayed
15591711,739,Spain,Male,38,0,"£128,366.44",1,1,0,"£12,796.43",0,31-45,10.03,0,Yes,No,Stayed
15625021,585,France,Male,42,2,£0.00,2,1,1,"£18,657.77",0,31-45,0,0,Yes,Yes,Stayed
15702968,733,Germany,Male,74,3,"£106,545.53",1,1,1,"£134,589.58",0,60+,0.79,0,Yes,Yes,Stayed
15600462,542,France,Female,43,8,"£145,618.37",1,0,1,"£10,350.74",0,31-45,14.07,0,No,Yes,Stayed
15768104,788,Spain,Male,37,8,"£141,541.25",1,0,0,"£66,013.27",0,31-45,2.14,0,No,No,Stayed
15780140,435,Germany,Male,32,2,"£57,017.06",2,1,1,"£5,907.11",0,31-45,9.65,0,Yes,Yes,Stayed
15585255,577,France,Male,42,9,£0.00,1,1,0,"£74,077.91",0,31-45,0,0,Yes,No,Stayed
15772781,703,France,Female,51,3,£0.00,3,1,1,"£77,294.56",1,46-60,0,1,Yes,Yes,Churned
15669987,728,Germany,Female,35,8,"£125,884.95",2,1,0,"£54,359.02",1,31-45,2.32,0,Yes,No,Churned
15697000,728,Germany,Male,32,5,"£61,825.50",1,1,1,"£156,124.93",0,31-45,0.4,0,Yes,Yes,Stayed
15733119,718,France,Male,35,8,£0.00,2,1,0,"£94,820.85",0,31-45,0,0,Yes,No,Stayed
15782390,621,France,Female,40,6,£0.00,1,1,0,"£155,155.25",0,31-45,0,0,Yes,No,Stayed
15654700,523,France,Female,40,2,"£102,967.41",1,1,0,"£128,702.10",1,31-45,0.8,0,Yes,No,Churned
15632210,657,Germany,Male,25,2,"£171,770.55",1,1,0,"£22,745.50",0,18-30,7.55,0,Yes,No,Stayed
15642041,727,Germany,Male,40,1,"£93,051.64",2,1,0,"£71,865.31",1,31-45,1.29,0,Yes,No,Churned
15709737,643,France,Male,36,7,"£161,064.64",2,0,1,"£84,294.82",0,31-45,1.91,0,No,Yes,Stayed
15792388,645,France,Female,48,7,"£90,612.34",1,1,1,"£149,139.13",0,46-60,0.61,0,Yes,Yes,Stayed
15786014,568,France,Male,28,5,"£145,105.64",2,1,0,"£185,489.11",0,18-30,0.78,0,Yes,No,Stayed
15794580,599,France,Male,58,4,£0.00,1,0,0,"£176,407.15",1,46-60,0,0,No,No,Churned
15675964,672,France,Female,45,9,£0.00,1,1,1,"£92,027.69",1,31-45,0,0,Yes,Yes,Churned
15814275,685,France,Male,33,6,"£174,912.72",1,1,1,"£43,932.54",0,31-45,3.98,0,Yes,Yes,Stayed
15724848,516,France,Female,46,1,"£104,947.72",1,1,0,"£115,789.25",1,46-60,0.91,0,Yes,No,Churned
15754713,685,Spain,Male,31,10,"£135,213.71",1,1,1,"£125,777.28",0,31-45,1.08,0,Yes,Yes,Stayed
15693814,806,Spain,Male,25,7,£0.00,2,1,0,"£18,461.90",0,18-30,0,0,Yes,No,Stayed
15599660,604,France,Male,36,6,"£116,229.85",2,1,1,"£79,633.38",0,31-45,1.46,0,Yes,Yes,Stayed
15746490,648,Spain,Female,53,6,"£111,201.41",1,1,1,"£121,542.29",0,46-60,0.91,0,Yes,Yes,Stayed
15566091,545,Spain,Female,32,4,£0.00,1,1,0,"£94,739.20",0,31-45,0,0,Yes,No,Stayed
15655961,756,Germany,Male,27,1,"£131,899.00",1,1,0,"£93,302.29",0,18-30,1.41,0,Yes,No,Stayed
15710404,569,France,Male,35,10,"£124,525.52",1,1,1,"£193,793.78",0,31-45,0.64,0,Yes,Yes,Stayed
15775625,596,France,Male,47,6,£0.00,1,1,0,"£74,835.65",0,46-60,0,0,Yes,No,Stayed
15792328,475,France,Male,39,6,£0.00,1,1,1,"£56,999.90",1,31-45,0,0,Yes,Yes,Churned
15719856,646,France,Female,45,3,"£47,134.75",1,1,1,"£57,236.44",0,31-45,0.82,0,Yes,Yes,Stayed
15593773,784,Spain,Male,35,3,£0.00,2,0,0,"£81,483.64",0,31-45,0,0,No,No,Stayed
15733114,552,Spain,Male,45,9,£0.00,2,1,0,"£26,752.56",0,31-45,0,0,Yes,No,Stayed
15797748,729,France,Male,44,5,£0.00,2,0,1,"£9,200.54",0,31-45,0,0,No,Yes,Stayed
15743411,609,Spain,Male,61,1,£0.00,1,1,0,"£22,447.85",1,60+,0,0,Yes,No,Churned
15753337,555,France,Male,51,5,£0.00,3,1,0,"£189,122.89",1,46-60,0,1,Yes,No,Churned
15601026,572,Germany,Female,19,1,"£138,657.08",1,1,1,"£16,161.82",0,18-30,8.58,0,Yes,Yes,Stayed
15658485,785,France,Female,34,9,"£70,302.48",1,1,1,"£68,600.36",0,31-45,1.02,0,Yes,Yes,Stayed
15636731,714,Germany,Female,36,1,"£101,609.01",2,1,1,£447.73,0,31-45,226.94,0,Yes,Yes,Stayed
15628303,738,Spain,Male,35,3,£0.00,1,1,1,"£15,650.73",0,31-45,0,0,Yes,Yes,Stayed
15633461,639,Germany,Male,38,5,"£130,170.82",1,1,1,"£149,599.62",0,31-45,0.87,0,Yes,Yes,Stayed
15677135,520,Germany,Male,61,8,"£133,802.29",2,1,1,"£90,304.01",0,60+,1.48,0,Yes,Yes,Stayed
15590876,764,France,Female,24,7,"£106,234.02",1,0,0,"£115,676.38",0,18-30,0.92,0,No,No,Stayed
15790782,661,Spain,Male,39,6,"£132,628.98",1,0,0,"£38,812.67",0,31-45,3.42,0,No,No,Stayed
15700476,564,Germany,Male,41,9,"£103,522.75",2,1,1,"£34,338.21",0,31-45,3.01,0,Yes,Yes,Stayed
15634141,708,Germany,Female,42,8,"£192,390.52",2,1,0,£823.36,0,31-45,233.67,0,Yes,No,Stayed
15737795,512,Spain,Male,36,1,£0.00,1,0,1,"£135,482.26",1,31-45,0,0,No,Yes,Churned
15790299,592,Spain,Male,37,9,£0.00,3,1,1,"£10,656.89",0,31-45,0,1,Yes,Yes,Stayed
15675316,619,France,Female,38,3,£0.00,2,0,1,"£116,467.35",0,31-45,0,0,No,Yes,Stayed
15613630,775,France,Male,52,8,"£109,922.61",1,1,1,"£96,823.32",1,46-60,1.14,0,Yes,Yes,Churned
15662100,850,Germany,Female,44,5,"£128,605.32",1,0,1,"£171,096.20",0,31-45,0.75,0,No,Yes,Stayed
15668032,577,France,Female,37,4,£0.00,1,1,1,"£79,881.39",0,31-45,0,0,Yes,Yes,Stayed
15599289,724,France,Female,37,10,"£68,598.56",1,1,0,"£157,862.82",0,31-45,0.43,0,Yes,No,Stayed
15754084,710,Spain,Male,35,1,"£106,518.52",1,1,1,"£127,951.81",0,31-45,0.83,0,Yes,Yes,Stayed
15676521,696,France,Female,31,8,£0.00,2,0,0,"£191,074.11",0,31-45,0,0,No,No,Stayed
15804586,376,France,Female,46,6,£0.00,1,1,0,"£157,333.69",1,46-60,0,0,Yes,No,Churned
15781465,675,Germany,Female,29,8,"£121,326.42",1,1,0,"£133,457.52",0,18-30,0.91,0,Yes,No,Stayed
15729362,745,France,Male,36,8,"£67,226.37",1,1,0,"£130,789.60",0,31-45,0.51,0,Yes,No,Stayed
15709295,697,Spain,Female,25,5,"£82,931.85",2,1,1,"£128,373.88",0,18-30,0.65,0,Yes,Yes,Stayed
15745324,599,Spain,Female,39,4,£0.00,1,1,0,"£194,273.20",1,31-45,0,0,Yes,No,Churned
15741336,715,France,Female,38,5,"£118,590.41",1,1,1,"£5,684.17",1,31-45,20.86,0,Yes,Yes,Churned
15783659,659,France,Male,67,4,"£145,981.87",1,1,1,"£131,043.20",0,60+,1.11,0,Yes,Yes,Stayed
15620981,684,France,Female,48,3,"£73,309.38",1,0,0,"£21,228.34",1,46-60,3.45,0,No,No,Churned
15630328,635,France,Female,48,8,"£130,796.33",2,1,1,"£43,250.30",0,46-60,3.02,0,Yes,Yes,Stayed
15785899,789,Germany,Male,33,8,"£151,607.56",1,1,0,"£4,389.40",0,31-45,34.54,0,Yes,No,Stayed
15606149,571,Germany,Female,66,9,"£111,577.01",1,0,1,"£189,271.90",0,60+,0.59,0,No,Yes,Stayed
15671139,694,Spain,Male,39,0,"£107,042.74",1,1,1,"£102,284.20",0,31-45,1.05,0,Yes,Yes,Stayed
15660429,665,Spain,Female,42,2,"£156,371.61",2,0,1,"£156,774.94",1,31-45,1,0,No,Yes,Churned
15571002,706,France,Female,44,4,"£129,605.99",1,0,0,"£69,865.49",0,31-45,1.86,0,No,No,Stayed
15631681,807,Spain,Female,43,0,£0.00,2,0,1,"£85,523.24",0,31-45,0,0,No,Yes,Stayed
15731522,771,Spain,Female,67,8,£0.00,2,1,1,"£51,219.80",0,60+,0,0,Yes,Yes,Stayed
15619529,531,Spain,Male,27,8,"£132,576.25",1,0,0,"£7,222.92",0,18-30,18.35,0,No,No,Stayed
15628034,629,France,Female,37,6,"£129,101.30",1,1,1,"£23,971.33",0,31-45,5.39,0,Yes,Yes,Stayed
15686164,850,Germany,Female,31,1,"£108,822.40",1,1,1,"£132,173.31",0,31-45,0.82,0,Yes,Yes,Stayed
15582797,685,Spain,Male,35,4,"£137,948.51",1,1,0,"£113,639.64",0,31-45,1.21,0,Yes,No,Stayed
15753831,642,Spain,Male,32,7,"£100,433.80",1,1,1,"£39,768.59",0,31-45,2.53,0,Yes,Yes,Stayed
